ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2018-03-26,08:56,134.6,134.6,134.6,134.6,408,4
"DE000A0F5UH1","ISPA","IS.S.GL.SE.D.100 U.ETF A.","ETF","EUR",2504305,2018-03-26,08:56,25.36,25.36,25.36,25.36,998,1
"DE000A0JK2A8","AR4","AURELIUS EQ.OPP.   O.N.","Common stock","EUR",2504340,2018-03-26,08:56,57.05,57.05,57,57,326,2
"DE000A0LD2U1","AOX","ALSTRIA OFFICE REIT-AG","Common stock","EUR",2504379,2018-03-26,08:56,12.26,12.26,12.25,12.25,3066,8
"DE000A0STST2","TTI","TOM TAILOR HLDG  NA O.N.","Common stock","EUR",2504401,2018-03-26,08:56,8.89,8.89,8.83,8.87,6270,20
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2018-03-26,08:56,17,17,17,17,28,1
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2018-03-26,08:56,24.96,25.02,24.96,25.02,3693,15
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2018-03-26,08:56,24.42,24.42,24.42,24.42,218,1
"DE000A1C9KL8","H4ZJ","HSBC MSCI WORLD UC.ETF DZ","ETF","EUR",2504452,2018-03-26,08:56,16.539,16.539,16.539,16.539,300,1
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2018-03-26,08:56,48.09,48.11,48.07,48.07,420,4
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2018-03-26,08:56,195.8,195.85,195.7,195.7,1612,12
"DE000A1H8BV3","NOEJ","NORMA GROUP SE NA O.N.","Common stock","EUR",2504474,2018-03-26,08:56,59.5,59.55,59.45,59.55,2633,11
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG NA","Common stock","EUR",2504492,2018-03-26,08:56,3.7,3.701,3.698,3.7,10682,10
"DE000A1K0227","CNWK","CO.DON AG   INH. O.N.","Common stock","EUR",2504494,2018-03-26,08:56,6.84,6.84,6.84,6.84,108,2
"DE000A1K03W5","99SC","STARAMBA SE  O.N.","Common stock","EUR",2504496,2018-03-26,08:56,45.8,45.8,45.6,45.6,504,2
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2018-03-26,08:56,39.24,39.25,39.23,39.25,3618,11
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2018-03-26,08:56,71.04,71.04,71.02,71.02,192,2
"DE000A1X3W00","MDG1","MEDIGENE AG NA O.N.","Common stock","EUR",2504531,2018-03-26,08:56,14.05,14.05,14.05,14.05,145,2
"DE000A12UKK6","RKET","ROCKET INTERNET SE","Common stock","EUR",2504560,2018-03-26,08:56,25.02,25.02,25,25,336,2
"DE000A13SX22","HLE","HELLA GMBH+CO. KGAA O.N.","Common stock","EUR",2504580,2018-03-26,08:56,52.1,52.1,52.1,52.1,17,1
"DE000A14ZT85","USPY","ETFS ISE CYBER SEC.GO DZ","ETF","EUR",2504597,2018-03-26,08:56,10.718,10.718,10.718,10.718,1260,1
"DE000A161N30","GLJ","GRENKE AG NA O.N.","Common stock","EUR",2504606,2018-03-26,08:56,87.65,87.65,87.65,87.65,55,1
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2018-03-26,08:56,38.42,38.43,38.42,38.43,148,2
"DE000A2DAM03","AAG","AUMANN AG","Common stock","EUR",2504639,2018-03-26,08:56,54.2,54.2,54,54.1,1595,7
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2018-03-26,08:56,81.99,82,81.91,81.91,5372,30
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2018-03-26,08:56,90.79,90.8,90.74,90.79,12178,53
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2018-03-26,08:56,11,11.016,10.986,11,147018,150
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2018-03-26,08:56,8.914,8.914,8.909,8.912,4108,9
"DE000ETFL441","ELF1","DEKA MDAX","ETF","EUR",2504714,2018-03-26,08:56,245.3,245.3,245.3,245.3,7,1
"DE000EVNK013","EVK","EVONIK INDUSTRIES NA O.N.","Common stock","EUR",2504806,2018-03-26,08:56,28.38,28.38,28.37,28.37,1135,5
"DE000HLAG475","HLAG","HAPAG-LLOYD AG NA O.N.","Common stock","EUR",2504809,2018-03-26,08:56,30.36,30.4,30.36,30.4,497,4
"DE000KC01000","KCO","KLOECKNER + CO SE NA O.N.","Common stock","EUR",2504810,2018-03-26,08:56,10.3,10.3,10.27,10.27,6983,8
"DE000KGX8881","KGX","KION GROUP AG","Common stock","EUR",2504811,2018-03-26,08:56,72.92,72.92,72.9,72.92,635,5
"DE000KSAG888","SDF","K+S AG NA O.N.","Common stock","EUR",2504812,2018-03-26,08:56,23.22,23.22,23.21,23.21,2544,6
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.","Common stock","EUR",2504813,2018-03-26,08:56,61.6,61.6,61.56,61.58,983,11
"DE000LEG1110","LEG","LEG IMMOBILIEN AG NA O.N.","Common stock","EUR",2504814,2018-03-26,08:56,88.1,88.14,88.08,88.14,493,7
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO","Common stock","EUR",2504816,2018-03-26,08:56,64.92,64.92,64.86,64.9,1252,10
"DE000PSM7770","PSM","PROSIEBENSAT.1  NA O.N.","Common stock","EUR",2504848,2018-03-26,08:56,27.5,27.51,27.48,27.5,2985,11
"DE000SHA0159","SHA","SCHAEFFLER AG INH. VZO","Common stock","EUR",2504849,2018-03-26,08:56,12.365,12.365,12.365,12.365,476,2
"DE000SYM9999","SY1","SYMRISE AG INH. O.N.","Common stock","EUR",2504852,2018-03-26,08:56,64.32,64.32,64.32,64.32,26,1
"DE000TUAG000","TUI1","TUI AG NA O.N.","Common stock","EUR",2504855,2018-03-26,08:56,17.485,17.485,17.48,17.48,1719,7
"DE000UNSE018","UN01","UNIPER SE  NA O.N.","Common stock","EUR",2504856,2018-03-26,08:56,24.21,24.21,24.21,24.21,292,2
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.","Common stock","EUR",2504859,2018-03-26,08:56,154,154,153.55,153.55,325,6
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.","Common stock","EUR",2504860,2018-03-26,08:56,136.65,136.75,136.6,136.75,614,17
"DE0005089031","UTDI","UTD.INTERNET AG NA","Common stock","EUR",2504878,2018-03-26,08:56,52.04,52.04,52,52,254,5
"DE0005111702","ZO1","ZOOPLUS AG","Common stock","EUR",2504885,2018-03-26,08:56,162.5,162.5,162.5,162.5,29,2
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2018-03-26,08:56,11.166,11.168,11.152,11.154,41531,33
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2018-03-26,08:56,85,85,84.94,84.96,3958,25
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2018-03-26,08:56,87.16,87.16,87.12,87.12,293,5
"DE0005408116","ARL","AAREAL BANK AG","Common stock","EUR",2504927,2018-03-26,08:56,38.08,38.08,38.06,38.06,616,5
"DE0005408884","LEO","LEONI AG NA O.N.","Common stock","EUR",2504929,2018-03-26,08:56,52.56,52.56,52.5,52.52,538,9
"DE0005419105","COK","CANCOM SE O.N.","Common stock","EUR",2504930,2018-03-26,08:56,79.55,79.55,79.55,79.55,53,1
"DE0005437305","COP","COMPUGROUP MED.SE O.N.","Common stock","EUR",2504932,2018-03-26,08:56,43.14,43.2,43.14,43.18,582,6
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2018-03-26,08:56,217.9,217.9,217.8,217.8,457,6
"DE0005470306","EVD","CTS EVENTIM KGAA","Common stock","EUR",2504934,2018-03-26,08:56,38.44,38.44,38.38,38.38,431,8
"DE0005470405","LXS","LANXESS AG","Common stock","EUR",2504935,2018-03-26,08:56,62.12,62.18,62.12,62.18,1221,4
"DE0005545503","DRI","1+1 DRILLISCH AG O.N.","Common stock","EUR",2504950,2018-03-26,08:56,57.4,57.5,57.4,57.5,473,6
"DE0005550602","DRW8","DRAEGERWERK ST.A.O.N.","Common stock","EUR",2504951,2018-03-26,08:56,59,59,59,59,450,3
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2018-03-26,08:56,74.75,74.75,74.25,74.3,950,18
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2018-03-26,08:56,35.17,35.17,35.15,35.17,3496,10
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2018-03-26,08:56,12.97,12.97,12.96,12.97,59973,22
"DE0005558696","PGN","PARAGON AG","Common stock","EUR",2504955,2018-03-26,08:56,74.7,74.7,74.6,74.7,32,3
"DE0005565204","DUE","DUERR AG O.N.","Common stock","EUR",2504956,2018-03-26,08:56,89.94,89.94,89.82,89.86,323,9
"DE0005659700","EUZ","ECKERT+ZIEGLER AG O.N.","Common stock","EUR",2504962,2018-03-26,08:56,33.75,33.75,33.75,33.75,54,2
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2018-03-26,08:56,15.92,15.925,15.88,15.88,1370,3
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2018-03-26,08:56,60.66,60.66,60.64,60.64,2479,9
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.","Common stock","EUR",2504974,2018-03-26,08:56,81.22,81.22,81.22,81.22,164,1
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.","Common stock","EUR",2504976,2018-03-26,08:56,44.76,44.76,44.68,44.68,548,3
"DE0005810055","DB1","DEUTSCHE BOERSE NA O.N.","Common stock","EUR",2504978,2018-03-26,08:56,108.65,108.65,108.6,108.6,264,2
"DE0005909006","GBF","BILFINGER SE O.N.","Common stock","EUR",2504986,2018-03-26,08:56,37.34,37.34,37.3,37.3,2149,8
"DE0005933964","EXI1","ISHARES SLI UCITS ETF DE","ETF","EUR",2504990,2018-03-26,08:56,80.6,80.6,80.6,80.6,75,1
"DE0005933972","EXS2","ISHARES TECDAX UCITS ETF","ETF","EUR",2504991,2018-03-26,08:56,23.61,23.61,23.61,23.61,425,1
"DE0005937007","MAN","MAN SE ST O.N.","Common stock","EUR",2504995,2018-03-26,08:56,95.15,95.15,95.15,95.15,96,2
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2018-03-26,08:56,79.56,79.56,79.54,79.54,471,4
"DE0006048408","HEN","HENKEL AG+CO.KGAA ST O.N.","Common stock","EUR",2505003,2018-03-26,08:56,101.6,101.6,101.6,101.6,97,2
"DE0006048432","HEN3","HENKEL AG+CO.KGAA VZO","Common stock","EUR",2505004,2018-03-26,08:56,104.35,104.35,104.3,104.35,1623,9
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2018-03-26,08:56,82.24,82.28,82.22,82.24,2451,16
"DE0006070006","HOT","HOCHTIEF AG","Common stock","EUR",2505009,2018-03-26,08:56,148.5,148.5,148.4,148.5,813,10
"DE0006229107","JEN","JENOPTIK AG O.N.","Common stock","EUR",2505023,2018-03-26,08:56,28.46,28.46,28.46,28.46,726,6
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2018-03-26,08:56,22.3,22.3,22.29,22.29,4388,10
"DE0006305006","DEZ","DEUTZ AG O.N.","Common stock","EUR",2505037,2018-03-26,08:56,7.24,7.24,7.24,7.24,67,1
"DE0006483001","LIN","LINDE AG O.N.","Common stock","EUR",2505043,2018-03-26,08:56,168.5,168.5,168.5,168.5,130,3
"DE0006599905","MRK","MERCK KGAA O.N.","Common stock","EUR",2505050,2018-03-26,08:56,76.18,76.18,76.14,76.14,643,5
"DE0006656101","MWB","MWB FAIRTRADE WPHDLSBK AG","Common stock","EUR",2505058,2018-03-26,08:56,4.8,4.8,4.8,4.8,625,1
"DE0006916604","PFV","PFEIFFER VACUUM TECH.O.N.","Common stock","EUR",2505061,2018-03-26,08:56,132.3,132.3,132.3,132.3,6,1
"DE0007030009","RHM","RHEINMETALL AG","Common stock","EUR",2505071,2018-03-26,08:56,112.45,112.5,112.45,112.5,32,2
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2018-03-26,08:56,19.86,19.86,19.85,19.85,1907,3
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2018-03-26,08:56,66.11,66.13,66.08,66.11,5354,22
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2018-03-26,08:56,84.48,84.5,84.43,84.46,10672,39
"DE0007165631","SRT3","SARTORIUS AG VZO O.N.","Common stock","EUR",2505079,2018-03-26,08:56,115.1,115.1,115.1,115.1,17,1
"DE0007193500","SKB","KOENIG + BAUER AG ST O.N.","Common stock","EUR",2505081,2018-03-26,08:56,70.9,70.9,70.85,70.85,857,6
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2018-03-26,08:56,101.68,101.68,101.6,101.62,4559,16
"DE0007251803","SAZ","STADA ARZNEIMITT. NA O.N.","Common stock","EUR",2505089,2018-03-26,08:56,84,84,84,84,25,1
"DE0007257503","CEC","CECONOMY AG  ST O.N.","Common stock","EUR",2505090,2018-03-26,08:56,9.372,9.38,9.372,9.38,2234,7
"DE0007446007","TTK","TAKKT AG O.N.","Common stock","EUR",2505097,2018-03-26,08:56,19.86,19.86,19.86,19.86,100,1
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2018-03-26,08:56,96.14,96.14,96.06,96.06,134,3
"DE0007493991","SAX","STROEER SE + CO. KGAA","Common stock","EUR",2505103,2018-03-26,08:56,55.75,55.75,55.6,55.6,595,5
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2018-03-26,08:56,21.47,21.47,21.45,21.45,1153,3
"DE0007664005","VOW","VOLKSWAGEN AG ST O.N.","Common stock","EUR",2505113,2018-03-26,08:56,157.1,157.1,157.1,157.1,48,1
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2018-03-26,08:56,155.34,155.36,155.2,155.24,4594,18
"DE0008051004","WUW","WUESTENROT+WUERTT.AG O.N.","Common stock","EUR",2505128,2018-03-26,08:56,20.65,20.65,20.65,20.65,205,1
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2018-03-26,08:56,25.62,25.62,25.61,25.61,2445,8
"DE0008402215","HNR1","HANNOVER RUECK SE NA O.N.","Common stock","EUR",2505132,2018-03-26,08:56,107.4,107.4,107.4,107.4,295,2
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2018-03-26,08:56,180.76,180.76,180.64,180.7,2618,33
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2018-03-26,08:56,184.65,184.7,184.65,184.7,3451,15
"DK0010268606","VWS","VESTAS WIND SYST. NAM.DK1","Common stock","EUR",2505138,2018-03-26,08:56,59.6,59.7,59.6,59.6,159,2
"FI0009000681","NOA3","NOKIA OYJ EO-,06","Common stock","EUR",2505156,2018-03-26,08:56,4.472,4.472,4.471,4.472,5403,2
"FR0010756098","AMEW","AMUNDI ETF MSCI WLD","ETF","EUR",2505287,2018-03-26,08:56,237.64,237.64,237.64,237.64,105,1
"FR0010959676","AMEM","AMUNDI ETF MSCI EMER.MKTS","ETF","EUR",2505311,2018-03-26,08:56,4.1379,4.1379,4.1379,4.1379,4850,1
"GB0059822006","DLG","DIALOG SEMICOND.   LS-,10","Common stock","EUR",2505387,2018-03-26,08:56,23.01,23.02,23,23.01,2722,8
"IE00BM67HT60","XDWT","X(IE)-MSCI WO.IN.TE. 1CDL","ETF","EUR",2505461,2018-03-26,08:56,21.205,21.205,21.205,21.205,2300,1
"IE00BYZK4552","2B76","ISHS IV-AUTO.+ROBOTIC.ETF","ETF","EUR",2505551,2018-03-26,08:56,6.427,6.427,6.427,6.427,460,1
"IE00BYZK4776","2B78","ISHS IV-HEALTHC.INNOV.ETF","ETF","EUR",2505553,2018-03-26,08:56,5.433,5.433,5.433,5.433,2500,1
"IE00B441G979","IBCH","ISHSV.MSCI W.EUR HGD ACC","ETF","EUR",2505679,2018-03-26,08:56,48.916,48.916,48.913,48.913,1672,2
"IE00B5BMR087","SXR8","ISHSVII-CORE S+P500 DLACC","ETF","EUR",2505689,2018-03-26,08:56,204.43,204.43,204.43,204.43,0,1
"IE0032077012","EQQQ","P.SHS EQQQ NASD.-100U.ETF","ETF","EUR",2505799,2018-03-26,08:56,130.98,130.98,130.98,130.98,1500,1
"IT0005239360","CRIN","UNICREDIT","Common stock","EUR",2505810,2018-03-26,08:56,16.65,16.65,16.648,16.648,746,5
"LU0061462528","RRTL","RTL GROUP","Common stock","EUR",2505811,2018-03-26,08:56,66.5,66.5,66.45,66.45,927,4
"LU0480132876","UIMI","UBS-ETF-MSCI EM.MKTS DLAD","ETF","EUR",2505976,2018-03-26,08:56,94.328,94.328,94.328,94.328,485,1
"LU0629460675","UIMR","UBS E.-MSCI EMU S.R.EOAD","ETF","EUR",2506033,2018-03-26,08:56,88.42,88.42,88.42,88.42,114,1
"LU0775917882","GYC","GRAND CITY PROPERT.EO-,10","Common stock","EUR",2506054,2018-03-26,08:56,19.02,19.02,19.02,19.02,572,1
"LU1250154413","ADJ","ADO PROPERTIES S.A. NPV","Common stock","EUR",2506119,2018-03-26,08:56,44.08,44.08,44.08,44.08,133,2
"LU1404975507","MBC","MYBUCKS SA ORD.REG. EO 1","Common stock","EUR",2506167,2018-03-26,08:56,13.6,13.6,13.6,13.6,400,1
"NL0011375019","SNH","STEINHOFF INT.HLDG.EO-,50","Common stock","EUR",2506267,2018-03-26,08:56,0.237,0.237,0.237,0.237,8340,1
"DE0005933956","EXW1","ISHARES EO STOXX 50 U.ETF","ETF","EUR",2506383,2018-03-26,08:56,33.005,33.005,33.005,33.005,1605,1
"LU0274211217","DBXE","XTR.EURO STOXX 50 1D","ETF","EUR",2506401,2018-03-26,08:56,34.985,34.985,34.985,34.985,8748,1
"US01609W1027","AHLA","ALIBABA GR.HLDG SP.ADR 1","Common stock","EUR",2506421,2018-03-26,08:56,150.17,150.17,150.15,150.15,23,2
"US0970231058","BCO","BOEING CO.           DL 5","Common stock","EUR",2506450,2018-03-26,08:56,264.17,264.17,264.17,264.17,37,1
"US30231G1022","XONA","EXXON MOBIL CORP.","Common stock","EUR",2506483,2018-03-26,08:56,59.9,59.99,59.9,59.99,100,2
"US30303M1027","FB2A","FACEBOOK INC.A DL-,000006","Common stock","EUR",2506484,2018-03-26,08:56,126.36,126.36,126.36,126.36,100,1
"US3755581036","GIS","GILEAD SCIENCES   DL-,001","Common stock","EUR",2506495,2018-03-26,08:56,59.78,59.78,59.78,59.78,50,1
"US64110L1061","NFC","NETFLIX INC.      DL-,001","Common stock","EUR",2506536,2018-03-26,08:56,247.04,247.04,247.04,247.04,27,1
"US7427181091","PRG","PROCTER GAMBLE","Common stock","EUR",2506558,2018-03-26,08:56,61.92,61.92,61.92,61.92,47,1
"US90184L1026","TWR","TWITTER INC.   DL-,000005","Common stock","EUR",2506580,2018-03-26,08:56,25.46,25.46,25.38,25.41,640,4
"DE000A2E4K43","DHER","DELIVERY HERO AG NA O.N.","Common stock","EUR",2518798,2018-03-26,08:56,38.72,38.72,38.72,38.72,897,2
"DE000A2E4L75","LINU","LINDE AG O.N. Z.UMT.","Common stock","EUR",2600157,2018-03-26,08:56,175.85,175.85,175.75,175.75,475,3
"LU1673108939","AT1","AROUNDTOWN EO-,01","Common stock","EUR",2653294,2018-03-26,08:56,6.065,6.065,6.065,6.065,2302,1
"DE000A2GS401","SOW","SOFTWARE AG  NA O.N.","Common stock","EUR",2696229,2018-03-26,08:56,42.69,42.69,42.69,42.69,50,2
"DE000SHL1006","SHL","SIEMENS HEALTH.AG NA O.N.","Common stock","EUR",3058562,2018-03-26,08:56,31.97,31.97,31.95,31.95,1994,8
"CH0038389992","BBZA","BB BIOTECH NAM.   SF 0,20","Common stock","EUR",2504244,2018-03-26,08:57,56.5,56.5,56.5,56.5,60,2
"CH0038863350","NESR","NESTLE NAM.        SF-,10","Common stock","EUR",2504245,2018-03-26,08:57,62.98,62.98,62.98,62.98,5,1
"CH0126881561","SR9","SWISS RE AG NAM.  SF -,10","Common stock","EUR",2504248,2018-03-26,08:57,79.7,79.7,79.7,79.7,3,1
"LU0838782315","XDDX","XTR.DAX INCOME 1D","ETF","EUR",2504277,2018-03-26,08:57,105.14,105.14,105.14,105.14,346,5
"DE000A0DNAY5","ACX","BET-AT-HOME.COM AG O.N.","Common stock","EUR",2504288,2018-03-26,08:57,71.5,71.5,71.5,71.5,46,1
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH","Common stock","EUR",2504314,2018-03-26,08:57,36.27,36.3,36.27,36.29,771,5
"DE000A0H08M3","EXH1","IS.S.E.600 OIL+G.U.ETF A.","ETF","EUR",2504330,2018-03-26,08:57,30.31,30.32,30.31,30.32,229,2
"DE000A0JK2A8","AR4","AURELIUS EQ.OPP.   O.N.","Common stock","EUR",2504340,2018-03-26,08:57,57.05,57.05,57.05,57.05,200,1
"DE000A0STST2","TTI","TOM TAILOR HLDG  NA O.N.","Common stock","EUR",2504401,2018-03-26,08:57,8.88,8.88,8.88,8.88,213,1
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2018-03-26,08:57,16.99,16.99,16.99,16.99,296,2
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2018-03-26,08:57,24.96,24.96,24.9,24.96,777,6
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2018-03-26,08:57,24.43,24.44,24.42,24.44,781,5
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2018-03-26,08:57,195.7,195.75,195.7,195.75,192,2
"DE000A1J5RX9","O2D","TELEFONICA DTLD HLDG NA","Common stock","EUR",2504492,2018-03-26,08:57,3.7,3.702,3.7,3.702,5537,6
"DE000A1K0227","CNWK","CO.DON AG   INH. O.N.","Common stock","EUR",2504494,2018-03-26,08:57,6.8,6.8,6.8,6.8,611,1
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2018-03-26,08:57,39.26,39.26,39.26,39.26,1327,3
"DE000A1X3W00","MDG1","MEDIGENE AG NA O.N.","Common stock","EUR",2504531,2018-03-26,08:57,14.05,14.05,14.05,14.05,89,1
"DE000A1X3XX4","DIC","DIC ASSET AG NA O.N.","Common stock","EUR",2504532,2018-03-26,08:57,10.34,10.34,10.34,10.34,5371,5
"DE000A12DM80","G24","SCOUT24 AG NA O.N.","Common stock","EUR",2504556,2018-03-26,08:57,35.62,35.62,35.62,35.62,67,1
"DE000A13SX22","HLE","HELLA GMBH+CO. KGAA O.N.","Common stock","EUR",2504580,2018-03-26,08:57,52.1,52.1,52.1,52.1,300,4
"DE000A14ZT85","USPY","ETFS ISE CYBER SEC.GO DZ","ETF","EUR",2504597,2018-03-26,08:57,10.718,10.718,10.718,10.718,80,1
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2018-03-26,08:57,81.92,81.95,81.91,81.95,2022,10
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2018-03-26,08:57,90.8,90.81,90.78,90.81,4392,14
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2018-03-26,08:57,10.996,11,10.954,10.97,78275,92
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2018-03-26,08:57,8.913,8.913,8.91,8.91,3428,7
"DE000EVNK013","EVK","EVONIK INDUSTRIES NA O.N.","Common stock","EUR",2504806,2018-03-26,08:57,28.37,28.37,28.35,28.35,1202,15
"DE000KGX8881","KGX","KION GROUP AG","Common stock","EUR",2504811,2018-03-26,08:57,72.94,73,72.94,73,552,7
"DE000LEG1110","LEG","LEG IMMOBILIEN AG NA O.N.","Common stock","EUR",2504814,2018-03-26,08:57,88.16,88.2,88.16,88.2,400,5
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO","Common stock","EUR",2504816,2018-03-26,08:57,64.9,64.9,64.84,64.88,357,11
"DE000PSM7770","PSM","PROSIEBENSAT.1  NA O.N.","Common stock","EUR",2504848,2018-03-26,08:57,27.5,27.5,27.5,27.5,874,2
"DE000SHA0159","SHA","SCHAEFFLER AG INH. VZO","Common stock","EUR",2504849,2018-03-26,08:57,12.36,12.375,12.36,12.37,1970,8
"DE000STRA555","SBS","STRATEC BIOMEDICAL  NA ON","Common stock","EUR",2504851,2018-03-26,08:57,71.4,71.4,71.4,71.4,28,1
"DE000SYM9999","SY1","SYMRISE AG INH. O.N.","Common stock","EUR",2504852,2018-03-26,08:57,64.3,64.3,64.3,64.3,10,1
"DE000TUAG000","TUI1","TUI AG NA O.N.","Common stock","EUR",2504855,2018-03-26,08:57,17.48,17.495,17.48,17.495,1452,4
"DE000UNSE018","UN01","UNIPER SE  NA O.N.","Common stock","EUR",2504856,2018-03-26,08:57,24.22,24.22,24.22,24.22,177,1
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.","Common stock","EUR",2504859,2018-03-26,08:57,153.55,153.85,153.55,153.85,137,4
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.","Common stock","EUR",2504860,2018-03-26,08:57,136.7,137.05,136.7,136.75,980,16
"DE0003304101","GWI1","GERRY WEBER INTERNAT.O.N.","Common stock","EUR",2504873,2018-03-26,08:57,7.88,7.88,7.86,7.86,1205,4
"DE0005089031","UTDI","UTD.INTERNET AG NA","Common stock","EUR",2504878,2018-03-26,08:57,52,52.02,52,52.02,102,2
"DE0005103006","ADV","ADVA OPT.NETW.SE  O.N.","Common stock","EUR",2504881,2018-03-26,08:57,5.385,5.405,5.385,5.405,2346,3
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2018-03-26,08:57,11.154,11.156,11.134,11.144,82874,49
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2018-03-26,08:57,84.98,85,84.98,84.98,1238,12
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2018-03-26,08:57,87.12,87.18,87.12,87.18,779,9
"DE0005408116","ARL","AAREAL BANK AG","Common stock","EUR",2504927,2018-03-26,08:57,38.07,38.07,38.06,38.06,303,4
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2018-03-26,08:57,217.9,218,217.9,218,160,7
"DE0005470405","LXS","LANXESS AG","Common stock","EUR",2504935,2018-03-26,08:57,62.14,62.14,62.14,62.14,395,3
"DE0005545503","DRI","1+1 DRILLISCH AG O.N.","Common stock","EUR",2504950,2018-03-26,08:57,57.4,57.5,57.4,57.5,448,2
"DE0005550602","DRW8","DRAEGERWERK ST.A.O.N.","Common stock","EUR",2504951,2018-03-26,08:57,59,59,59,59,7,1
